incident_id,crime_type,district,city,state,address,latitude,longitude,incident_datetime,officer_id,officer_first_name,officer_last_name,badge_number,suspect_id,suspect_first_name,suspect_last_name,suspect_age,suspect_gender,suspect_race,victim_id,victim_first_name,victim_last_name,victim_age,victim_gender,victim_phone,weapon_used,severity,case_status,resolution,num_arrests,property_loss_usd,reported_online,notes
INC001704,Fraudulent Activity, Southwest,Fairview,OH,3264 Lincoln St,28.124549,-117.536102,2018-11-03 11:58:04,OFF0028,Ashley,Jones,5714,SUS00403,Thomas,Hall,50,Male,hispanic,VIC00552,Nancy,Lee,-16,MALE,254-913-8608,Unarmed,Critical,Open,Arres Made,4,-46783.49,False,
INC004000,Homicide,Northwest  ,Oakdale,GA,1559 Oak Ave,26.581233,-91.689874,2022-12-26 19:55:16,OFF0139,Karen,Moore,2756,SUS00621,Mark,Wilson,53,f,Hispanic,VIC00774,Anthony,Jackson,11,female,(462) -85-7-9893,Pistol,4,Resolved,Arres Made,3,26052.11.0,True,Incident at 1559 Oak Ave. Officer responded at scene.
INC004070,Fraud,Nor,Maplewood,TX,1997 Oak Ave,109.9088,-87.113695,2024-08-14 09:10:45,OFF0117,Karen,Walker,2905,SUS00411,William,Anderson,72,Male,Hispanic,VIC00073,Chris,Wilson,25,m,267-970-8619,Pistol,,OPEN,Warning Issued,1.0,21314.12,YES,Incident at 1997 Oak Ave. Officer responded at scene.
INC000651,Abduction,Nor,Riverside,TX,899 Maple Dr,42.722494,-86.118619,2021-09-27 10:55:42,OFF0008,Michael,Scott,7211,SUS00791,Jessica,Thomas,70,MALE,White,VIC00014,Nancy,Wilson,61,Unknown,,None,2,Pending,Case Dismissed,5,23060.63,Yes,Incident at 899 Maple Dr. Officer responded at scene.
INC004019,  Larceny  ,north,Maplewood,AZ,3651 River Rd,27.003663,-72.847392,2022-10-20 08:44:18,OFF0087,Nancy,Williams,6024,SUS00785,Patricia,Jones,34,F,Hispanic,VIC00471,Daniel,Wilson,26,female,,Hands/Feet,CRITICAL,,Case Dismissed,3,45548.91,No,Incident at 3651 River Rd. Officer responded at scene.
INC000755,B&E,Northeast,Riverside,IL,9303 River Rd,45.648708,-93.03642,2018-03-21 11:10:25,OFF0118,Donna,Jackson,6380,SUS00203,Carol,Thompson,44,FEMALE,Asian,VIC00676,Barbara,Scott,,F,668-803-1393,Knife,CRITICAL,under investigation,Warning Issued,2,15172.41,1,Incident at 9303 River Rd. Officer responded at scene.
INC001987,Theft , Southwest,Springfield,NY,6333 Main St,28.871304,-105.531015,2024-05-02 08:42:55,OFF0098,Linda,Taylor,4387,SUS00491,Carol,Jones,28,m,Other,VIC00187,Mary,Smith,,N/A,460-604-7879,Bat,Crit,N/A,,,30105.0,yes,Incident at 6333 Main St. Officer responded at scene.
INC001097,Burglry,south,Hillcrest,GA,8078 Maple Dr,43.078603,-88.667713,,OFF0068,Jennifer,Williams,5936,SUS00295,Michael,Nguyen,65,M,Other,VIC00693,David,Scott,260,female,777-618-9624,blunt object,Crit,open,Dismissed,1,28096.39,yes,Incident at 8078 Maple Dr. Officer responded at scene.
INC001077,DV,Mid,Centerville,IL,9867 Park Rd,41.071875,-121.59914,2024-02-21 05:44:30,OFF0149,Robert,Garcia,7194,SUS00567,Richard,Martin,-45,Male,Unknown,VIC00702,Susan,Anderson,-72,FEMALE,5769045701,Pistol,CRITICAL,,NO ARREST,2,10718.18,False,
INC001885,Scam, Central,Hillcrest,OH,1480 Lincoln St,38.815565,-98.602371,2020-02-07 03:26:11,OFF0120,Anthony,Jackson,7644,SUS00015,Susan,Lee,28,m,hispanic,VIC00504,David,White,46.0,female,N/A,KNIFE,Crit,open,NO ARREST,0,26346.45,1,
INC003058,Sexual Assault,Sou,Maplewood,TX,9568 Elm Blvd,27.964799,-93.993481,2021-06-13 20:30:29,OFF0145,Michelle,Martin,9186,SUS00684,Chris,Hall,,Other,Asian,VIC00869,Karen,Young,16,f,709-202-9569,Blunt Object,3,Investgation,Arres Made,0,42733.32,True,Incident at 9568 Elm Blvd. Officer responded at scene.
INC002904,KIDNAPPING,northwest,Oakdale,FL,896 Cedar Lane,34.614979,-83.105729,2022-06-07 04:48:44,OFF0001,  Richard  ,Torres,3278,SUS00029,Jennifer,Harris,38,Female,Black,VIC00008,William,Young,67,,4479825582,Hands/Feet,4,open,arrest made,3,24579.87,Yes,
INC002463,robbery,Sou,Lakewood,IL,9881 Lincoln St,26.460218,-71.813952,2019-08-20 19:50:52,OFF0016,John,Moore,,SUS00568,Jessica,Davis,64,m,BLACK,VIC00849,Jessica,Moore,40.0,m,(788) -11-3-6420,Unarmed,low,N/A,N/A,,,,Incident at 9881 Lincoln St. Officer responded at scene.
INC002747,DUI, East,Springfield,NY,3537 Elm Blvd,42.452385,,2023-09-20 14:00:09,OFF0091,Joseph,Nguyen,7122,SUS00573,Joseph,Flores,17,female,Other,,,,,,,blunt object,3,closed,Warning Issued,4,15826.64,False,Incident at 3537 Elm Blvd. Officer responded at scene.
INC001628,Sa,west,Maplewood,FL,4773 River Rd,34.3143,-105.772701,2019-07-18 12:10:48,OFF0066,Thomas,Wilson,3519,SUS00189,Anthony,Lee,16,Male,Black,VIC00764,Donna,Brown,15,Female,644-756-1992,,1,Open,NO ARREST,3,32468.75,YES,Incident at 4773 River Rd. Officer responded at scene.
INC000875,Kidnaping,South  ,Springfield,CA,7032 Washington Ave,26.789606,-108.236695,2021-08-16 08:04:20,OFF0093,Charles,Harris,3525,SUS00688,Nancy,Wright,56,m,hispanic,VIC00401,Patricia,Hall,,M,457-224-8520,Blunt Object,MEDIUM,Open,Arrest Made,3,21620.98,No,Incident at 7032 Washington Ave. Officer responded at scene.
INC002616,homicide, Southwest,Springfield,GA,2090 Elm Blvd,26.020725,85.8278,2018-06-29 09:05:10,OFF0042,Chris,Lee,8844,SUS00462,Michelle,Walker,35.0,F,Black,VIC00063,Jessica,Taylor,67,Other,(233) -39-2-9574,firearm,High,under investigation,N/A,3,,Yes,Incident at 2090 Elm Blvd. Officer responded at scene.
INC004050,Fire Setting, Midtown,Springfield,AZ,8446 Main St,151.9869,-100.969489,2023-07-11 19:47:58,OFF0115,Mark,Hall,7208,SUS00469,Michael,Young,20,Male,Other,VIC00120,Mary,Thompson,61,,(826) -81-4-4784,Unarmed,CRITICAL,closed,warning,0,27656.14,False,Incident at 8446 Main St. Officer responded at scene.
INC000282,Scam,NORTHEAST,Fairview,PA,2181 Washington Ave,29.736047,-110.718116,2019-08-17 07:23:16,OFF0146,michael,Hill,6954,SUS00475,Matthew,Torres,41,M,Unknown,VIC00315,Robert,Harris,23,FEMALE,N/A,N/A,Low,Pending,Case Dismissed,2,27584.65,yes,Incident at 2181 Washington Ave. Officer responded at scene.
INC003161,homicide,northwest,Centerville,PA,5554 Maple Dr,41.485975,-74.689251,17-03-2019,OFF0065,Jennifer,Lee,6239,SUS00171,Susan,Young,56.0,Male,BLACK,VIC00600,Anthony,Jackson,53,Other,621-590-8295,Unarmed,MEDIUM,Pending,Warning Issued,0,35421.63,False,
INC003896,manslaughter, West,Centerville,IL,5429 Washington Ave,39.260311,-83.771924,2022-03-17 02:26:41,OFF0032,Charles,Torres,,SUS00686,Mary,Lee,73,Other,Black,VIC00881,Karen,Thompson,29,FEMALE,9065516230,Rifle,2,Pending,Arres Made,3,30808.85,True,Incident at 5429 Washington Ave. Officer responded at scene.
INC002657,fraud,Southeast,Centerville,PA,7700 Sunset Blvd,39.411754,-113.285888,2021-09-17 17:42:01,OFF0132,William,Flores,9540,,,,,,,VIC00567,Linda,Moore,74,FEMALE,,None,low,Closed,,0,32911.69,No,Incident at 7700 Sunset Blvd. Officer responded at scene.
INC003192,Drunk Driving,Mid,Lakewood,GA,1966 Oak Ave,123.3551,-103.159067,2022-03-10 20:59:30,OFF0111,Michelle,Torres,7910,SUS00514,Mary,Green,52,m,,VIC00746,David,Harris,87,m,(951) -71-9-8291,None,CRITICAL,Pendng,Warning Issued,3,,,Incident at 1966 Oak Ave. Officer responded at scene.
INC001798,SEXUAL ASSAULT,Central,Oakdale,NY,5287 Oak Ave,33.630481,-89.627528,,OFF0024,chris,Nguyen,5126,SUS00374,Karen,Miller,,N/A,Asian,VIC00553,Emily,Jackson,51,N/A,583-189-3328,Hands/Feet,High,Closed,Dismissed,2,2882.66,1,Incident at 5287 Oak Ave. Officer responded at scene.
INC001628,Sa,west,Maplewood,FL,4773 River Rd,34.3143,-105.772701,2019-07-18 12:10:48,OFF0066,Thomas,Wilson,3519,SUS00189,Anthony,Lee,16,Male,Black,VIC00764,Donna,Brown,15,Female,644-756-1992,,1,Open,NO ARREST,3,32468.75,YES,Incident at 4773 River Rd. Officer responded at scene.
INC001017,Drug Offense,South  ,Hillcrest,FL,9285 Sunset Blvd,30.832855,-116.976662,2023-12-30 04:23:20,OFF0102,David,Nguyen,2122,,,,,,,VIC00409,Barbara,Nguyen,85,m,532-999-2740,blunt object,Critical,Resolved,NO ARREST,3,40667.33,Yes,Incident at 9285 Sunset Blvd. Officer responded at scene.
INC002783,Homicide,East,Riverside,CA,730 Oak Ave,42.107834,-108.537754,11/21/2019 14:43,OFF0064,John,Young,1567,SUS00441,Carol,Thomas,66,m,Black,VIC00537,Matthew,Moore,87,f,4032219809,Blunt Object,Medium,Investgation,Arrest Made,3,38292.85,NO,Incident at 730 Oak Ave. Officer responded at scene.
INC004115,dui,South,Maplewood,GA,198 Sunset Blvd,31.540276,-70.408056,2018-08-19 02:24:39,OFF0084,Daniel,Hill,2213,SUS00423,Jessica,Jackson,30,MALE,Hispanic,VIC00847,Karen,Jackson,20,N/A,N/A,Knife,CRITICAL,N/A,No Arrest,0,21170.29,0,Incident at 198 Sunset Blvd. Officer responded at scene.
INC004713,Kidnapping,EAST,Oakdale,TX,4386 Oak Ave,32.170361,-96.332916,2018-10-04 02:32:07,OFF0049,Barbara,Flores,1277,SUS00605,John,Johnson,33,Other,Unknown,VIC00113,David,Torres,32,F,,KNIFE,Critical,Closed,warning,5,35326.86,1,Incident at 4386 Oak Ave. Officer responded at scene.
INC000541,THEFT,East  ,Fairview,FL,7549 Cedar Lane,28.426704,-99.425181,2023-10-01 03:40:07,OFF0098,Mark,Garcia,6635,SUS00114,Thomas,Anderson,46,male,asian,VIC00198,Ashley,Anderson,54,female,(550) -18-2-5252,N/A,Low,Investgation,Arres Made,5,,no,Incident at 7549 Cedar Lane. Officer responded at scene.
INC003071,Drug Offense,Central,Fairview,OH,4188 Lincoln St,38.931559,-85.2971,2022-08-05 19:16:45,OFF0121,David,Wright,4209,SUS00233,James,Smith,38,male,,VIC00441,Michael,Lee,40,m,,Knife,high,Under Investigation,Case Dismissed,2,33355.89,no,Incident at 4188 Lincoln St. Officer responded at scene.
INC004057,DUI,Northeast  ,Oakdale,FL,8301 Main St,31.978518,-91.096208,2020-11-07 06:33:43,OFF0109,Linda,Jackson,7899,SUS00628,Carol,Torres,72,N/A,White,VIC00387,Donna,White,49,Female,667-634-8463,Firearm,4,Closed,Warning Issued,0,680.33.0,,
INC002479,Trespassing,Cen,Springfield,IL,9695 Elm Blvd,46.702121,-92.813438,2023-06-11 06:36:58,OFF0120,Ashley,Young,6502,,,,,,,VIC00166,Susan,Jones,55,male,2662732079,blunt object,2,Closed,Arres Made,4.0,46007.13,1,Incident at 9695 Elm Blvd. Officer responded at scene.
INC000498,SEXUAL ASSAULT,NORTHWEST,Riverside,AZ,4387 Lincoln St,115.1563,-118.690615,,OFF0087,James,Garcia,3712,SUS00079,Patricia,Thomas,51,FEMALE,Black,VIC00662,Barbara,Flores,22,male,9814075480,Unarmed,high,,Arrest Made,5,29539.94,True,Incident at 4387 Lincoln St. Officer responded at scene.
INC004675,KIDNAPPING,West  ,Springfield,PA,1064 Main St,27.548185,-93.234451,05-04-2021,OFF0133,James,Martin,1712,SUS00792,Nancy,Hall,,Female,,VIC00037,Susan,Miller,63,FEMALE,982-404-5204,KNIFE,4,Resolved,Arrest Made,4,26915.4,Yes,
INC002352,Theft,East  ,Centerville,NC,9304 Park Rd,32.237857,-97.921374,2018-12-11 07:37:15,OFF0115,Jessica,Allen,,SUS00083,Charles,Harris,75,F,Black,VIC00203,Donna,Hall,176,Male,N/A,Hands/Feet,CRITICAL,Investgation,,1,30248.88,1,
INC003732,trespassing, Northwest,Hillcrest,NY,9268 Lincoln St,30.479621,-84.909589,2022-12-28 17:15:12,OFF0147,Thomas,Jackson,,SUS00624,John,Smith,69,N/A,BLACK,,,,,,,Firearm,Crit,open,Arrest Made,5,2428.55,YES,Incident at 9268 Lincoln St. Officer responded at scene.
INC001768,Vandlism,Northeast,Oakdale,TX,9201 Sunset Blvd,38.314115,-99.839174,2020-02-27 07:52:20,OFF0072,James,Jackson,1609,SUS00753,Mark,Martin,50,Other,Other,VIC00482,Donna,Torres,26,,344-268-9127,KNIFE,2,Open,N/A,5,28949.92,False,
INC004476,KIDNAPPING,Nor,Centerville,PA,7259 River Rd,47.276765,-76.64796,2023-03-28 13:03:30,OFF0088,Carol,Walker,9583,SUS00197,James,Torres,32,F,N/A,VIC00746,Jessica,Wright,298,MALE,284-765-8883,Knife,Medium,OPEN,arrest made,3,23825.09,YES,Incident at 7259 River Rd. Officer responded at scene.
INC004597,Arson,South,Fairview,FL,8773 Oak Ave,35.827442,-84.275877,2023-08-23 04:54:37,OFF0011,Robert,Anderson,2510,SUS00375,David,Wilson,73,N/A,BLACK,VIC00091,Patricia,Young,12,Other,5087774460,KNIFE,Critical,Pendng,warning,2,,Yes,Incident at 8773 Oak Ave. Officer responded at scene.
INC002969,Tresspassing,Southwest  ,Springfield,IL,3827 Park Rd,,-112.588585,2020-12-27 14:38:43,OFF0134,Michelle,Allen,6553,,,,,,,VIC00637,Susan,Smith,82,FEMALE,497-284-1984,N/A,Medium,Resolved,warning,,4351.0,,
INC004732,Arson,Sou,Centerville,NY,8118 Cedar Lane,47.783166,-76.51587,06-06-2019,OFF0072,Thomas,Brown,8528,SUS00395,Jennifer,Hall,72,male,Hispanic,VIC00965,Patricia,Wright,33,female,815-788-9629,Pistol,Crit,open,Dismissed,5,25717.62,0,Incident at 8118 Cedar Lane. Officer responded at scene.
INC000170,Drunk Driving,Northeast  ,Centerville,FL,5273 Maple Dr,37.08594,-96.868553,2022-03-18 06:22:02,OFF0122,William,Young,7569,SUS00654,Charles,Walker,17,male,Asian,VIC00917,Michelle,Davis,60,male,513-535-7178,firearm,4,Pendng,arrest made,2,27527.6,yes,Incident at 5273 Maple Dr. Officer responded at scene.
INC004393,TRESPASSING,Northeast  ,Oakdale,TX,8951 Main St,38.915472,-121.2289,2019-07-24 01:03:03,OFF0131,Carol,Garcia,7488,SUS00474,Sarah,Jackson,41,F,Unknown,VIC00212,Sarah,Flores,68,f,300-499-8423,Hands/Feet,high,Pendng,N/A,3,42579.96,,Incident at 8951 Main St. Officer responded at scene.
INC003865,DV,SOUTHWEST,Maplewood,IL,6215 Oak Ave,39.65372,-74.484827,,OFF0114,Sarah,Torres,4505,,,,,,,VIC00777,Robert,Thomas,38,,2531846881,Blunt Object,high,Pendng,No Arrest,-2,6572.65,YES,Incident at 6215 Oak Ave. Officer responded at scene.
INC002447,Drunk Driving,Northwest,Riverside,IL,8976 Oak Ave,29.600312,-114.165168,2019-09-25 15:20:28,OFF0040,Charles,Johnson,1644,SUS00665,Patricia,Miller,43,FEMALE,hispanic,VIC00033,Michael,Brown,35,Unknown,N/A,Hands/Feet,high,Pendng,warning,1,44852.81,no,Incident at 8976 Oak Ave. Officer responded at scene.
INC004138,Scam,Sou,Hillcrest,GA,6056 Sunset Blvd,33.315796,-115.200323,2024-01-25 20:40:26,OFF0115,Jessica,Thompson,,SUS00318,Barbara,Miller,49,Male,Other,VIC00545,Susan,Jones,39,male,399-465-5226,None,Medium,Closed,N/A,1,,yes,Incident at 6056 Sunset Blvd. Officer responded at scene.
INC004536,vandalism,NORTH,Oakdale,NY,1454 Sunset Blvd,37.126992,-110.761341,2021-05-16 16:02:25,OFF0105,Joseph,Wilson,7814,SUS00799,Susan,Lee,47,,Unknown,VIC00447,Linda,Jackson,32,Female,477-561-8660,firearm,Low,CLOSED,No Arrest,,33177.7,no,Incident at 1454 Sunset Blvd. Officer responded at scene.
INC99924,asslt, East,Springfield,AZ,2406 Sunset Blvd,46.737574,-81.772062,2021-09-05 15:02:37,OFF0139,Donna,Davis,6812,SUS00051,Nancy,Hill,52,MALE,Black,VIC00440,Matthew,Moore,,female,866-745-6344,Rifle,Low,N/A,arrest made,3,49946.01,0,
INC004596,Drugs,Midtown,Centerville,IL,5933 Washington Ave,32.612795,-105.098543,2020-02-25 10:19:34,OFF0088,Ashley,Walker,5441,SUS00554,Thomas,Brown,50,N/A,white,VIC00679,William,Wright,30,Other,6385712805,None,high,Investgation,Arrest Made,1,20874.67,False,Incident at 5933 Washington Ave. Officer responded at scene.
INC004985,Robbry,southeast,Riverside,PA,5153 Washington Ave,28.290562,-81.546904,2024-12-30 17:33:00,OFF0130,Barbara,Young,6125,SUS00370,Mark,Wright,51,,white,VIC00923,Mark,Flores,63,F,,hands,Crit,Under Investigation,Dismissed,3,21023.0,YES,
INC002180,Narcotics,South  ,Riverside,GA,2669 Park Rd,47.143852,-96.233768,2022-08-28 14:40:51,OFF0143,Carol,Jones,8722,SUS00724,Carol,Wright,-66,f,Other,VIC00086,Chris,Hall,66,male,278-745-9175,Unarmed,Low,open,warning,2,21464.68,YES,Incident at 2669 Park Rd. Officer responded at scene.
INC004785,Arsen,East,Hillcrest,NY,695 Washington Ave,28.317526,-108.679997,,OFF0074,Donna,Jones,6022,SUS00025,Susan,Smith,21,FEMALE,N/A,VIC00353,Linda,Lee,10.0,f,,Pistol,3,CLOSED,N/A,5,31758.0,Yes,Incident at 695 Washington Ave. Officer responded at scene.
INC004314,Breaking & Entering, South,Maplewood,AZ,5011 Park Rd,30.967406,-114.104738,2022-12-26 18:44:49,OFF0043,Michael,Martin,2334,SUS00451,Susan,Green,,M,Unknown,VIC00512,Jennifer,Taylor,78,Female,958-577-5726,Unarmed,low,Under Investigation,Dismissed,3,11340.1,no,Incident at 5011 Park Rd. Officer responded at scene.
INC001745,Fraud,Sou,Riverside,IL,9343 Main St,40.942724,84.8874,2023-04-21 04:28:53,OFF0033,John,Garcia,1444,SUS00207,James,Thompson,60,Other,Unknown,VIC00471,Jessica,Nguyen,35,,590-446-7772,Unarmed,,closed,NO ARREST,4,19150.44,YES,
INC000775,SEXUAL ASSAULT,central,Fairview,TX,1768 Main St,28.213331,-89.538381,2022-11-19 23:19:44,OFF0081,Susan,Miller,4850,SUS00051,Emily,Scott,23,male,N/A,VIC00256,Mark,Williams,36,M,N/A,Gun,,under investigation,arrest made,2.0,37335.6,Yes,Incident at 1768 Main St. Officer responded at scene.
INC003455,D.U.I.,east,Lakewood,CA,3423 Cedar Lane,25.440681,-102.42278,2019-09-10 06:47:13,OFF0148,Carol,Hall,,SUS00552,Emily,Garcia,35,MALE,Black,VIC00190,Nancy,Thompson,65,male,218-400-1995,Pistol,Medium,,Arres Made,4,15190.56,True,Incident at 3423 Cedar Lane. Officer responded at scene.
INC003934,Theft, Northeast,Maplewood,PA,219 Lincoln St,41.152718,-96.10719,2019-08-09 03:15:53,OFF0131,John,Jones,8902,SUS00179,Charles,Green,41,male,White,VIC00119,Mark,Wright,84,N/A,318-617-6745,Rifle,,Under Investigation,,-5,-11066.72,yes,
INC003338,assault,Northwest  ,Centerville,PA,8944 Lincoln St,28.399188,-117.871401,2023-11-03 00:58:54,OFF0009,James,Scott,7943,SUS00432,Susan,Martin,196,M,BLACK,VIC00273,Mark,Walker,87,m,423-761-1623,Gun,High,under investigation,Dismissed,5,42758.1,False,Incident at 8944 Lincoln St. Officer responded at scene.
INC000232,Armed Robbery,Nor,Riverside,NY,7292 River Rd,33.323267,71.571,2022-04-20 23:30:29,OFF0020,Carol,Anderson,8932,SUS00620,Donna,Jackson,29,Unknown,Hispanic,VIC00948,Matthew,Green,62,,,hands,2,OPEN,arrest made,-2,5898.2,1,Incident at 7292 River Rd. Officer responded at scene.
INC000351,Graffiti, Northeast,Maplewood,AZ,2223 River Rd,28.559364,-92.296621,2018-04-12 13:49:29,OFF0084,Robert,Lee,2478,SUS00524,Michelle,Hall,62,MALE,BLACK,VIC00922,Linda,Wright,23,F,254-662-3976,,Medium,N/A,warning,,3166.1,,Incident at 2223 River Rd. Officer responded at scene.
INC001564,domestic violence, Northeast,Centerville,NY,6793 Sunset Blvd,43.452366,-98.821293,2018-09-26 21:26:23,OFF0011,Richard,Allen,1361,SUS00103,John,Allen,29,,White,VIC00230,Michael,Hall,30,male,563-826-5993,blunt object,Critical,,warning,5,45607.86.0,NO,Incident at 6793 Sunset Blvd. Officer responded at scene.
INC000144,Drug Offence,Central,Oakdale,OH,1480 River Rd,46.692729,-84.339808,2019-03-13 16:55:29,OFF0061,Patricia,Young,9196,SUS00124,Anthony,Young,75,m,asian,VIC00258,John,Davis,,Female,991-926-6134,Pistol,3,Resolved,NO ARREST,5,37197.95,1,Incident at 1480 River Rd. Officer responded at scene.
INC001281,trespassing,east,Maplewood,AZ,6629 River Rd,25.818301,-90.211456,2020-08-11 10:04:36,OFF0148,JAMES,Young,2494,SUS00662,Patricia,Lee,29,M,asian,VIC00101,Barbara,Brown,79,m,579-737-5870,Knife,Low,OPEN,Dismissed,4,40146.29,NO,Incident at 6629 River Rd. Officer responded at scene.
INC001147,domestic violence,NORTHEAST,Riverside,PA,4943 Lincoln St,27.003875,-87.894233,,OFF0050,James,Allen,4217,SUS00392,Thomas,Jackson,60,female,asian,VIC00410,Mary,White,47,female,413-433-3938,Pistol,3,N/A,Arrest Made,0,49130.87,No,Incident at 4943 Lincoln St. Officer responded at scene.
INC001669,ARSON,Nor,Maplewood,FL,1000 Lincoln St,31.091657,-94.771658,2020-07-07 02:33:33,OFF0071,jessica,Allen,3564,,,,,,,VIC00878,Barbara,Taylor,73,,(799) -57-9-4059,,Critical,Investgation,No Arrest,1,,False,Incident at 1000 Lincoln St. Officer responded at scene.
INC000102,Fraudulent Activity,East,Fairview,NC,3913 Maple Dr,41.583082,-87.76895,2022-08-02 11:30:38,OFF0100,Michael,Martin,9151,SUS00785,Nancy,Moore,35,F,Unknown,VIC00330,Thomas,Hall,18,Male,,KNIFE,Medium,CLOSED,Case Dismissed,0,1590.86,,Incident at 3913 Maple Dr. Officer responded at scene.
INC001069,TRESPASSING,Cen,Maplewood,GA,2334 Oak Ave,36.851486,-75.77972,2022-02-26 11:45:32,OFF0056,Nancy,Thompson,3898,SUS00109,Mark,Taylor,72,M,asian,VIC00557,Sarah,Wilson,15,m,559-159-4570,Blunt Object,MEDIUM,Closed,Case Dismissed,2,38207.36,1,Incident at 2334 Oak Ave. Officer responded at scene.
INC004417,Robbry,central,Springfield,GA,2398 Elm Blvd,44.782076,-97.60705,2018-01-21 16:28:27,OFF0126,Patricia,Martin,,SUS00130,Anthony,Torres,-72,male,Black,VIC00653,Jennifer,Taylor,74,Male,734-552-5283,Rifle,4,Closed,Warning Issued,0.0,46877.81,no,Incident at 2398 Elm Blvd. Officer responded at scene.
INC000889,Theft,Midtown,Oakdale,PA,5827 Lincoln St,45.079137,-105.936907,2020-08-24 04:29:15,OFF0064,Mary,Johnson,2574,SUS00486,Michelle,Wilson,69,F,Hispanic,VIC00671,Sarah,Wright,48,f,977-766-3560,Firearm,4,N/A,arrest made,1,-41067.22,yes,Incident at 5827 Lincoln St. Officer responded at scene.
INC004899,THEFT,Midtown,Hillcrest,NY,3993 Sunset Blvd,41.897352,-104.267956,2024-06-02 03:27:54,OFF0077,Robert,Jackson,4379,,,,,,,VIC00846,Emily,Green,30,M,289-250-6889,Gun,Crit,Open,,5,48702.75,NO,Incident at 3993 Sunset Blvd. Officer responded at scene.
INC001825,drug offense,SOUTHEAST,Centerville,CA,4600 River Rd,32.565659,-117.285426,2021-11-21 16:09:05,OFF0058,Michelle,Hill,8227,SUS00469,Ashley,Williams,38,m,hispanic,VIC00780,Joseph,Garcia,82,,437-102-7407,Firearm,3,Investgation,Dismissed,4,35611.65,No,Incident at 4600 River Rd. Officer responded at scene.
INC004836,Burglry,Mid,Lakewood,NC,6006 Lincoln St,39.476269,-72.0349,2019-03-13 13:10:06,OFF0072,Richard,Young,5856,SUS00019,James,Martin,,f,N/A,VIC00209,Nancy,Martin,46.0,FEMALE,635-883-8394,Pistol,1,Investgation,NO ARREST,,47333.2,YES,
INC002053,Homocide,West,Maplewood,PA,92 Oak Ave,26.139816,-98.905508,2022-02-23 03:33:09,OFF0094,Michael,Williams,6119,SUS00658,James,Hall,67,Female,hispanic,VIC00778,Mary,Thomas,52,FEMALE,392-641-6747,None,CRITICAL,CLOSED,N/A,1,27306.45,True,Incident at 92 Oak Ave. Officer responded at scene.
INC003917,DUII,midtown,Riverside,IL,8822 Maple Dr,33.627268,-109.492952,2024-01-26 02:16:21,OFF0050,Mark,Wilson,2002,SUS00690,Ashley,Brown,37,female,BLACK,VIC00552,Anthony,Allen,20.0,F,513-110-5813,Bat,2,OPEN,NO ARREST,5,35318.38,1,Incident at 8822 Maple Dr. Officer responded at scene.
INC003940,Theft ,Sou,Hillcrest,IL,9319 Washington Ave,30.112568,-86.79294,,OFF0030,Susan,Lee,7040,SUS00309,Joseph,Martin,75,m,N/A,VIC00967,William,Anderson,78,f,,Pistol,low,Investgation,N/A,4,1479.34,yes,Incident at 9319 Washington Ave. Officer responded at scene.
INC002977,Graffiti,southwest,Oakdale,AZ,65 Oak Ave,31.748857,-88.249194,2018-01-23 09:11:23,OFF0038,Michelle,Lee,2629,SUS00689,Ashley,Smith,71,F,Hispanic,VIC00136,James,White,38,Female,8272948998,hands,Med,Resolved,N/A,3,31010.04,No,Incident at 65 Oak Ave. Officer responded at scene.
INC000889,Theft,Midtown,Oakdale,PA,5827 Lincoln St,45.079137,-105.936907,2020-08-24 04:29:15,OFF0064,Mary,Johnson,2574,SUS00486,Michelle,Wilson,69,F,Hispanic,VIC00671,Sarah,Wright,48,f,977-766-3560,Firearm,4,N/A,arrest made,1,-41067.22,yes,Incident at 5827 Lincoln St. Officer responded at scene.
INC002533,BURGLARY,Northeast,Centerville,FL,8066 Park Rd,38.754595,-84.285046,2018-08-02 19:10:44,OFF0099,Carol,Martin,8400,,,,,,,VIC00132,Matthew,Green,27,Unknown,351-278-6853,Unarmed,MEDIUM,Investgation,arrest made,,45804.01,yes,
INC001329,Larceny,NORTHWEST,Fairview,OH,2553 Elm Blvd,43.924922,-105.165947,2023-04-16 09:57:29,OFF0066,Donna,Jones,3770,SUS00522,Michelle,Green,19.0,female,Black,VIC00915,Richard,Wright,35,Other,(559) -42-2-9649,N/A,3,Closed,Case Dismissed,-1,36726.26,,Incident at 2553 Elm Blvd. Officer responded at scene.
INC000761,Roberry,SOUTHWEST,Lakewood,PA,7249 Park Rd,,,2018-05-07 17:57:38,OFF0147,Barbara,Williams,8918,SUS00703,David,Miller,56,f,White,VIC00290,James,Anderson,265,Female,822-634-5604,Blunt Object,Low,N/A,arrest made,0,22367.94,NO,
INC000369,Drug Offence, Central,Oakdale,CA,101 Washington Ave,25.345322,-97.321563,2022-05-23 23:54:33,OFF0102,Sarah,Allen,9102,,,,,,,VIC00896,Charles,Lee,55,MALE,213-921-5476,,High,,NO ARREST,2,42637.09,,Incident at 101 Washington Ave. Officer responded at scene.
INC000215,D.U.I.,SOUTH,Hillcrest,NY,1279 Oak Ave,47.3506,-118.86612,2018-02-10 18:54:08,OFF0056,Joseph,Nguyen,7308,SUS00193,David,Miller,285,Unknown,asian,VIC00527,Matthew,Moore,68,,357-968-9265,Hands/Feet,4,Under Investigation,Case Dismissed,2,-19278.79,0,Incident at 1279 Oak Ave. Officer responded at scene.
